original_text	translation_ko
Add 1 USSR Influence in each of four non-US Controlled countries in Eastern Europe.	동유럽의 비미국 지배 국가 4곳에 각각 소련 영향력 1을 추가한다.
Add 1 USSR Influence in each of four<br>non-US Controlled countries in<br>Eastern Europe.	동유럽의 비미국 지배 국가 4곳에 각각 소련 영향력 1을 추가한다.
Add 1 to the die roll total for the current Crisis.	현재 위기의 주사위 굴림 총합에 1을 더합니다.
Add 1 to the die roll total for<br>the current Crisis.	현재 위기의 주사위 굴림 총합에 1을 더합니다.
Add 2 Influence in East Germany and, if you are behind or tied with the US in the Space Race, advance your Space Race marker by one box.	동독에 영향력 2를 추가하고, 우주 경쟁에서 미국과 동점이거나 뒤처져 있다면 당신의 우주 경쟁 마커를 한 칸 전진시킵니다.
Add 2 US Influence in Central America and/or South America.	중앙아메리카 및/또는 남아메리카에 미국 영향력 2를 추가합니다.
Add 2 USSR Influence in Egypt. Remove half (rounded up) of the US Influence in Egypt.	이집트에 소련 영향력 2를 추가한다. 이집트의 미국 영향력 절반을 제거한다(올림).
Add 2 USSR Influence in Egypt.<br><br>Remove half (rounded up) of the<br>US Influence in Egypt.	이집트에 소련 영향력 2를 추가한다. 이집트의 미국 영향력 절반을 제거한다(올림).
Add 2 USSR Influence in Vietnam. For the remainder of the turn	베트남에 소련 영향력 2를 추가한다. 이번 턴 남은 동안
Add 2 USSR Influence in Vietnam. For the remainder of the turn, the Soviet player may add 1 Operations point to any card that uses all points in Southeast Asia.	베트남에 소련 영향력 2를 추가한다. 이번 턴 남은 동안 소련 플레이어는 동남아시아에 모든 작전치를 사용하는 카드의 작전치에 1을 더할 수 있다.
Add 2 USSR Influence in Vietnam.<br><br>For the remainder of the turn, the Soviet player may add 1 Operations point to any card that uses all points in<br>Southeast Asia.	베트남에 소련 영향력 2를 추가한다. 이번 턴 남은 동안 소련 플레이어는 동남아시아에 모든 작전치를 사용하는 카드의 작전치에 1을 더할 수 있다.
Add 2 USSR Influence in Vietnam.<br>For the remainder of the turn, the Soviet player may add 1 Operations point to any card that uses all points in<br>Southeast Asia.	베트남에 소련 영향력 2를 추가한다. 이번 턴 남은 동안 소련 플레이어는 동남아시아에 모든 작전치를 사용하는 카드의 작전치에 1을 더할 수 있다.
Add 2 USSR Influence in both SE African States and Angola.	동남아프리카 국가들과 앙골라에 소련 영향력 2씩을 추가한다.
Add 2 USSR Influence in both the SE African States and Angola.	동남아프리카 국가들과 앙골라에 각각 소련 영향력 2를 추가한다.
Add 2 to the die roll total for the current Crisis.	현재 위기의 주사위 굴림 총합에 2를 더합니다.
Add 2 to the die roll total for<br>the current Crisis.	현재 위기의 주사위 굴림 총합에 2를 더합니다.
Add 3 USSR Influence in Central America, no more than 2 per country.	중앙아메리카에 소련 영향력 3개를 추가합니다. 한 국가당 최대 2개까지입니다.
Add 4 Influence in Europe (no more than 2 per country). If USSR is ahead of US in VP	유럽에 영향력 4를 추가한다(한 국가당 최대 2). 소련이 승점에서 미국보다 앞서 있다면
Add 4 Influence in Europe (no more than 2 per country). If USSR is ahead of US in VP, then 6 Influence may be added instead.<br>USSR may no longer conduct Coup attempts in Europe.<br><font="TIMESI SDF">Improves effect of "Glasnost" event.</font>	유럽에 영향력 4를 추가한다(한 국가당 최대 2). 소련이 승점에서 미국보다 앞서 있다면 대신 영향력 6을 추가할 수 있다.<br>소련은 더 이상 유럽에서 쿠데타를 시도할 수 없다.<br><font=""TIMESI SDF"">"글라스노스트" 이벤트의 효과를 강화한다.</font>
Add 4 Influence in Europe (no more than 2 per country). If USSR is ahead of US in VP, then 6 Influence may be added instead.<br>USSR may no longer conduct Coup attempts in Europe.<br><i>Improves effect of "Glasnost" event.</i>	유럽에 영향력 4를 추가한다(한 국가당 최대 2). 소련이 승점에서 미국보다 앞서 있다면 대신 영향력 6을 추가할 수 있다.<br>소련은 더 이상 유럽에서 쿠데타를 시도할 수 없다.<br><font=""TIMESI SDF"">"글라스노스트" 이벤트의 효과를 강화한다.</font>
Add 5 USSR Influence	소련 영향력 5 추가
Add 5 USSR Influence in Eastern Europe	동유럽에 소련 영향력 5를 추가한다.
Add Friend	친구 추가
Add Influence Adjacent to South Africa	남아프리카 인접 국가에 영향력 추가
Add one USSR Influence in each of any four African and/or SE Asian countries.	아프리카 및/또는 동남아시아의 임의의 네 국가에 소련 영향력 1씩 추가합니다.
Add sufficient US Influence in either Yugoslavia, Romania, Bulgaria, Hungary or Czechoslovakia to equal USSR Influence.	유고슬라비아, 루마니아, 불가리아, 헝가리, 체코슬로바키아 중 하나에 미국 영향력을 소련 영향력과 동일해질 때까지 추가한다.
Add sufficient US Influence in either Yugoslavia, Romania, Bulgaria, Hungary<br>or Czechoslovakia to equal USSR Influence.	유고슬라비아, 루마니아, 불가리아, 헝가리, 체코슬로바키아 중 하나에 미국 영향력을 소련 영향력과 동일해질 때까지 추가한다.
Add sufficient US Influence in<br>either Yugoslavia, Romania,<br>Bulgaria, Hungary or<br>Czechoslovakia to equal USSR Influence.	유고슬라비아, 루마니아, 불가리아, 헝가리, 체코슬로바키아 중 하나에 미국 영향력을 소련 영향력과 동일해질 때까지 추가한다.
Additional QA	추가 QA
Additional sound clips courtesy	추가 사운드 클립 제공
Adds sufficient US Influence in either Yugoslavia	유고슬라비아에 미국 영향력을 소련 영향력과 동일해질 때까지 추가한다.
Adjacent to Panama	파나마에 인접
Advance player's Space Race marker one box.	플레이어의 우주 경쟁 마커를 한 칸 전진시킨다.
Advance player's Space Race<br>marker one box.	플레이어의 우주 경쟁 마커를 한 칸 전진시킨다.
Afghanistan	아프가니스탄
Africa	아프리카
Africa Scoring	아프리카 점수 계산
Africa Scoring Region	아프리카 점수 지역
Aldrich Ames Remix	앨드리치 에임스 리믹스
Aldrich Ames Remix*	앨드리치 에임스 리믹스*
Alexander Goodman	알렉산더 굿맨
All Early and Mid War cards that have an asterisk on them are removed from the deck, except <i>Bear Trap, Camp David, John Paul, and Panama Canal</i>. The <i>China Card</i> is given to the USSR player at the start.<br><br>The US player has domination of both South America and Asia, and addtional influence for both players is added to the world map, spread across multiple countries and continents.	별표가 붙은 모든 초기 전쟁 및 중기 전쟁 카드는 <i>곰 덫
All US Realignment rolls have a -1 die roll modifier for the remainder of the turn.	이번 턴의 남은 동안 모든 미국 재편성 굴림은 주사위 굴림 수정치 -1을 받습니다.
All further Operations card played by the USSR this turn increase their Ops value by one (to a maximum of 4).	이번 턴 동안 소련이 이후에 플레이하는 모든 작전 카드는 작전치가 1 증가한다(최대 4).
All further Operations cards played by US this turn add one to their value (to a maximum of 4).	이번 턴 동안 미국이 이후에 플레이하는 모든 작전 카드는 작전치가 1 증가한다(최대 4).
All further Operations cards played by the USSR this turn increase their Ops value by one (to a maximum of 4).	이번 턴 동안 소련이 이후에 플레이하는 모든 작전 카드는 작전치가 1 증가한다(최대 4).
All further Operations cards played by your opponent this turn are -1 to their value (to a minimum of 1 Op).	이번 턴 동안 상대가 이후에 플레이하는 모든 작전 카드는 작전치가 -1 됩니다(최소 작전치 1).
All further Operations cards played<br>by US this turn add one to their<br>value (to a maximum of 4).	이번 턴 동안 미국이 이후에 플레이하는 모든 작전 카드는 작전치가 1 증가한다(최대 4).
All of the player's Coup attempts in Central and South America are +1 for the remainder of the turn, while all opponent's Coup attempts are -1 for the remainder of the turn.	이번 턴 남은 동안 플레이어의 중앙아메리카와 남아메리카에서의 모든 쿠데타 시도는 +1을 받고, 상대의 모든 쿠데타 시도는 -1을 받습니다.
Allende*	아옌데*
Alliance for Progress*	진보를 위한 동맹*
Allied           Berlin	연합군 베를린
Allows play of <i>NATO</i>.<br><br>Add one US Influence in each of<br>seven non-USSR Controlled<br>Western European Countries.	<i>NATO</i>를 플레이할 수 있게 된다.<br><br>소련이 지배하지 않는 서유럽 7개 국가에 각각 미국 영향력 1을 추가한다.
Alternative Games	대체 게임
Ambient Volume	배경음 볼륨
An Evil Empire*	악의 제국*
Ananda Gupta	아난다 굽타
Android Notifications	안드로이드 알림
Animation Speed	애니메이션 속도
Announcements	공지사항
Anti-Ballistic	대탄도탄
Arab-Israeli War	아랍-이스라엘 전쟁
Arab-Israeli<br>War	아랍-이스라엘 전쟁
Are you sure you want to exit the game?	게임을 종료하시겠습니까?
Are you sure you want to join this game?	이 게임에 참가하시겠습니까?
Are you sure you wish to forfeit this game? Are you sure you wish to forfeit this game?	정말로 이 게임을 기권하시겠습니까? 정말로 이 게임을 기권하시겠습니까?
Argentina	아르헨티나
Arms Race	군비 경쟁
Artist	아티스트
Asia	아시아
Asia Scoring	아시아 점수 계산
Asia<br>Scoring	아시아 점수 계산
Asmodee.net Account Linking	Asmodee.net 계정 연결
Atempts remaining this turn	이번 턴 남은 시도
Attack any country with a stability of 1 or 2. Roll a die and subtract 1 for every adjacent enemy controlled country. Success of 3-6. Player adds 3 to their Military Ops Track.<br><br><b>Effects of Victory:</b> Player gains 1 VP and replaces all opponent's Influence with their Influence.	안정도 1 또는 2의 국가 하나를 공격한다. 주사위를 굴리고 인접한 적 지배 국가마다 1을 뺀다. 수정값 3-6이면 성공. 플레이어는 군사 작전에 3을 추가한다.<br><br><b>성공 시 효과:</b> 플레이어는 1 승점을 얻고 상대 영향력을 모두 자신의 영향력으로 바꾼다.
Auto Play	자동 진행
Available Country	선택 가능한 국가
Awacs Sale	AWACS 판매
Back	뒤로
Battleground	격전지
Battleground State	격전지 상태
